text,label
"URGENT: The IRS has been dissolved and all Americans no longer need to pay taxes starting immediately, spread the word. Sources confirm this story.",0
WARNING: If you don't share this post with 20 people your social media account will be deleted permanently tomorrow morning.,0
Report: WARNING: If you don't share this post with 20 people your social media account will be deleted permanently tomorrow morning.,0
WARNING: If you don't share this post with 20 people your social media account will be deleted permanently tomorrow morning. Sources confirm this story.,0
ALERT: Hackers have released a virus that steals your banking information if you open any message from an unknown number.,0
Report: ALERT: Hackers have released a virus that steals your banking information if you open any message from an unknown number.,0
ALERT: Hackers have released a virus that steals your banking information if you open any message from an unknown number. Sources confirm this story.,0
BREAKING: The government is monitoring all private messages on social media and will arrest anyone who criticizes the president.,0
Report: BREAKING: The government is monitoring all private messages on social media and will arrest anyone who criticizes the president.,0
BREAKING: The government is monitoring all private messages on social media and will arrest anyone who criticizes the president. Sources confirm this story.,0
CONFIRMED: A new law makes it illegal to post memes online and violators will face up to 5 years in federal prison.,0
Report: CONFIRMED: A new law makes it illegal to post memes online and violators will face up to 5 years in federal prison.,0
CONFIRMED: A new law makes it illegal to post memes online and violators will face up to 5 years in federal prison. Sources confirm this story.,0
URGENT: Your phone is listening to every conversation you have and selling transcripts to the government and advertisers.,0
Report: URGENT: Your phone is listening to every conversation you have and selling transcripts to the government and advertisers.,0
URGENT: Your phone is listening to every conversation you have and selling transcripts to the government and advertisers. Sources confirm this story.,0
SHOCKING: Drinking colloidal silver turns your immune system invincible and pharmaceutical companies want to ban it.,0
Report: SHOCKING: Drinking colloidal silver turns your immune system invincible and pharmaceutical companies want to ban it.,0
SHOCKING: Drinking colloidal silver turns your immune system invincible and pharmaceutical companies want to ban it. Sources confirm this story.,0
EXCLUSIVE: Interview with time traveler from 2089 confirms World War 3 starts next month over control of Antarctica resources.,0
Report: EXCLUSIVE: Interview with time traveler from 2089 confirms World War 3 starts next month over control of Antarctica resources.,0
EXCLUSIVE: Interview with time traveler from 2089 confirms World War 3 starts next month over control of Antarctica resources. Sources confirm this story.,0
REVEALED: Chemtrails in the sky are actually chemicals designed to suppress free will and make citizens accept authoritarian rule.,0
Report: REVEALED: Chemtrails in the sky are actually chemicals designed to suppress free will and make citizens accept authoritarian rule.,0
REVEALED: Chemtrails in the sky are actually chemicals designed to suppress free will and make citizens accept authoritarian rule. Sources confirm this story.,0
"BREAKING: Major world leader secretly replaced by body double three years ago after assassination, close associates confirm.",0
"Report: BREAKING: Major world leader secretly replaced by body double three years ago after assassination, close associates confirm.",0
"BREAKING: Major world leader secretly replaced by body double three years ago after assassination, close associates confirm. Sources confirm this story.",0
CONFIRMED: Underground tunnels connect all major cities and are used by elites for secret transportation and illegal activities.,0
Report: CONFIRMED: Underground tunnels connect all major cities and are used by elites for secret transportation and illegal activities.,0
CONFIRMED: Underground tunnels connect all major cities and are used by elites for secret transportation and illegal activities. Sources confirm this story.,0
